Unnamed: 0,Unnamed: 0.1,city,price,water-availability,status-of-electricity,furnishing,bedrooms,bathrooms,status,neighborhood,roads,safety,cleanliness,public-transport,parking,connectivity,traffic,school,restaurants,hospital,market,locality-rating,verified_id,capacity,towers,units,Retirees,Family,Couple,SingleProfessionals,Students
472,474,Gurgaon,34500000,2.0,0.0,0.0,5,5,3,4,4,4,4,3,4,4,4,4,4,4,4,44,1,4,1,56,1,1,1,0,0
473,473,Gurgaon,7400000,2.0,0.0,0.0,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,46,1,4,5,150,1,1,1,0,0
474,474,Gurgaon,19600000,0.0,0.0,0.0,3,3,1,4,4,4,4,4,4,4,4,4,4,4,4,5,1,4,75,305,1,1,1,0,0
475,475,Gurgaon,18000000,2.0,0.0,0.0,3,3,0,4,4,4,4,3,4,4,4,4,3,3,3,46,1,4,44,1748,1,1,1,0,0
476,476,Moradabad,5650000,0.0,0.0,0.0,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,45,1,4,6,464,1,1,1,0,0
477,477,Moradabad,3910000,0.0,0.0,2.0,4,4,3,4,5,4,4,4,4,4,3,4,3,3,4,44,1,4,3,350,1,1,1,0,0
478,478,Bhubaneswar,8750000,0.0,0.0,0.0,3,4,0,4,4,4,4,4,4,4,3,4,4,4,4,46,1,4,14,708,1,1,1,0,0
479,479,Bhubaneswar,8680000,0.0,1.0,0.0,3,3,0,4,4,4,4,4,4,4,4,4,3,3,4,45,1,4,6,714,1,1,1,0,0
480,480,Bhubaneswar,14100000,0.0,0.0,0.0,3,4,0,4,4,4,4,4,4,4,4,4,4,4,4,48,1,4,1,8,1,1,1,0,0
481,481,Bhubaneswar,7130000,1.0,2.0,1.0,3,4,0,4,4,4,4,4,4,4,4,4,3,4,4,47,1,4,7,394,1,1,1,0,0
482,484,Bhubaneswar,7650000,2.0,0.0,0.0,3,3,0,4,4,4,4,3,4,4,4,4,3,4,4,45,1,4,1,65,1,1,1,0,0
483,483,Bhubaneswar,7030000,2.0,0.0,0.0,3,3,0,4,4,4,4,4,4,4,4,4,3,4,4,45,1,4,0,64,1,1,1,0,0
484,484,Bhubaneswar,5870000,0.0,0.0,0.0,4,4,1,4,4,4,4,4,4,4,3,4,4,4,4,46,1,4,14,708,1,1,1,0,0
485,485,Bhubaneswar,7950000,0.0,0.0,0.0,3,3,1,4,4,4,4,3,4,4,4,4,3,4,4,45,1,4,1,65,1,1,1,0,0
486,486,Bhubaneswar,4400000,0.0,1.0,0.0,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,47,1,4,1,48,1,1,1,0,0
487,487,Bhubaneswar,8880000,2.0,0.0,0.0,3,3,3,4,4,4,4,4,5,5,4,4,3,3,4,48,1,4,30,30,1,1,1,0,0
488,488,Bhubaneswar,5000000,0.0,0.0,0.0,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,45,1,4,1,0,1,1,1,0,0
489,489,Bhubaneswar,7340000,0.0,0.0,0.0,3,3,1,4,4,4,4,4,4,4,4,4,4,4,4,46,1,4,4,154,1,1,1,0,0
490,490,Bhubaneswar,6090000,0.0,1.0,0.0,3,3,0,4,4,4,4,4,4,4,4,4,4,4,4,45,1,4,1,43,1,1,1,0,0
491,491,Bhubaneswar,7480000,1.0,2.0,2.0,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,46,1,4,4,54,1,1,1,0,0
492,494,Bhubaneswar,6480000,2.0,0.0,0.0,3,3,0,4,4,4,4,4,4,4,4,4,4,4,4,46,1,4,0,70,1,1,1,0,0
493,493,Bhubaneswar,3560000,1.0,2.0,0.0,4,4,0,4,4,4,4,4,4,4,3,4,3,4,4,45,1,4,6,140,1,1,1,0,0
494,494,Bhubaneswar,5040000,0.0,0.0,0.0,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,46,1,4,4,154,1,1,1,0,0
495,495,Bhubaneswar,6100000,1.0,2.0,1.0,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,46,1,4,1,95,1,1,1,0,0
496,496,Bhubaneswar,7000000,1.0,2.0,0.0,3,3,0,4,4,4,4,4,4,4,4,4,3,3,4,45,1,4,0,50,1,1,1,0,0
497,497,Bhubaneswar,5800000,0.0,0.0,0.0,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,47,1,4,7,394,1,1,1,0,0
498,498,Bhubaneswar,8000000,0.0,0.0,0.0,3,4,1,4,4,4,4,4,4,4,4,4,4,4,4,46,1,4,0,400,1,1,1,0,0
499,499,Bhubaneswar,5500000,1.0,2.0,0.0,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,45,1,4,1,0,1,1,1,0,0
500,500,Bhubaneswar,6300000,0.0,0.0,0.0,4,4,1,4,4,4,4,4,4,4,3,4,4,4,4,46,1,4,14,708,1,1,1,0,0
501,501,Guntur,4730000,0.0,0.0,0.0,4,4,3,4,4,4,5,4,5,4,4,4,3,4,3,49,1,4,3,634,1,1,1,0,0
502,504,Delhi-N00000,4690000,0.0,0.0,0.0,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,46,1,4,44,4434,1,1,1,0,0
503,503,Delhi-N00000,16000000,0.0,0.0,0.0,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,46,1,4,11,956,1,1,1,0,0
504,504,Delhi-N00000,7700000,0.0,0.0,0.0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,45,1,4,6,857,1,1,1,0,0
505,505,Delhi-N00000,15000000,0.0,0.0,0.0,3,3,3,4,4,4,4,3,4,4,4,4,3,3,3,43,1,4,8,443,1,1,1,0,0
506,506,Delhi-N00000,5000000,0.0,1.0,0.0,3,4,3,4,4,4,4,4,4,4,3,4,3,4,4,46,1,4,40,1674,1,1,1,0,0
507,507,Delhi-N00000,3800000,0.0,0.0,0.0,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,44,1,4,6,975,1,1,1,0,0
508,508,Delhi-N00000,6550000,0.0,0.0,0.0,3,3,3,5,5,5,5,4,5,5,4,4,4,4,5,5,1,4,0,486,1,1,1,0,0
509,509,Delhi-N00000,4400000,0.0,0.0,0.0,3,4,3,4,4,4,4,3,4,4,4,4,4,4,4,46,1,4,0,500,1,1,1,0,0
510,510,Delhi-N00000,49700000,0.0,0.0,0.0,5,5,1,4,4,4,3,4,4,4,3,4,4,4,4,45,1,6,7,700,1,1,1,0,0
511,511,New-Delhi,6000000,0.0,0.0,0.0,3,4,3,4,3,4,3,4,3,4,3,4,4,4,4,44,1,4,4,9,1,1,1,0,0
512,514,New-Delhi,3000000,2.0,0.0,0.0,4,4,3,4,3,4,3,4,3,4,3,4,4,4,4,44,1,4,1,0,1,1,1,0,0
513,513,New-Delhi,4400000,1.0,2.0,2.0,4,4,3,4,3,4,3,4,3,4,3,4,4,4,4,44,1,4,5,0,1,1,1,0,0
514,514,New-Delhi,4000000,2.0,0.0,0.0,3,3,3,4,4,4,4,4,4,4,3,4,4,4,4,46,1,4,1,4,1,1,1,0,0
515,515,New-Delhi,63500000,0.0,1.0,0.0,4,4,3,4,4,4,4,4,3,4,3,4,4,4,4,45,1,5,17,4500,1,1,1,0,0
516,516,New-Delhi,44000000,1.0,2.0,2.0,3,4,0,4,4,4,4,4,4,5,4,4,4,4,4,48,1,4,4,913,1,1,1,0,0
517,517,New-Delhi,7040000,0.0,0.0,0.0,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,45,1,4,1,48,1,1,1,0,0
518,518,New-Delhi,6500000,2.0,0.0,0.0,3,4,3,4,4,4,4,4,4,4,3,4,4,4,4,44,1,4,1,40,1,1,1,0,0
519,519,New-Delhi,41000000,2.0,0.0,0.0,4,4,3,4,4,4,4,4,3,4,3,4,4,4,4,45,1,4,17,4500,1,1,1,0,0
520,540,New-Delhi,15800000,0.0,0.0,0.0,3,4,3,4,4,4,4,4,4,4,3,4,4,4,4,43,1,6,4,104,1,1,1,0,0
521,541,New-Delhi,34500000,1.0,2.0,0.0,4,4,1,4,4,4,4,4,4,5,4,4,4,4,4,48,1,7,4,913,1,1,1,0,0
522,544,New-Delhi,40000000,0.0,0.0,0.0,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,46,1,8,8,57,1,1,1,0,0
523,543,New-Delhi,17000000,0.0,0.0,0.0,3,4,3,4,4,4,4,4,4,4,3,4,4,4,4,46,1,6,0,75,1,1,1,0,0
