city,name,developer,rera-id,price,water-availability,status-of-electricity,lift,furnishing,bedrooms,bathrooms,status,configuration,tower-and-unit-details,recommended-for,neighborhood,roads,safety,cleanliness,public-transport,parking,connectivity,traffic,school,restaurants,hospital,market,locality-rating
Faridabad,BPTPParklandPride,BPTPLtd.,NA,87.0Lac,EastTalktoourbestVastuConsultantstogetinstantsolution.ViewConsultants,"Garden/Park,Pool,MainRoad","CeramicTiles,Marble,Wooden",24HoursAvailable,3SeeDimensionsBedroom113X11ftBedroom214X12ftBedroom313X11ft,3,NewPropertyGetDocumentsVerified,"3,4BHKFlat|6,8BHKVilla|3BHKBuilderFloorApartment|3,4BHKResidentialHouse",660Units,"Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,3,4,3,3,4,4.5
Meerut,MeerutOne,AlphaCorp,NA,57.0Lac,2,Unfurnished,,,2SeeDimensionsBedroom115X12ftBedroom215X12ft,2,ReadytoMove,"2,3BHKFlat|3,4BHKVilla",30Towers,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,3,4,4,4.1
Meerut,SupertechGreenVilageMeerut,SupertechLtd.,NA,20.0Lac,Garden/Park,CeramicTiles,Lessthan5years,1,2,2,ReadytoMove,"1,2,3,4BHKFlat","11Towers,1200Units","Retirees,,Family,,Couple,,",3,5,4,5,4,4,4,3,4,3,4,3,4.7
Varanasi,ShineValley,GharanaResidencyPvt.Ltd.,NA,48.0Lac,EastTalktoourbestVastuConsultantstogetinstantsolution.ViewConsultants,"Garden/Park,MainRoad",UnderConstruction,Unfurnished,3,1,NewPropertyGetDocumentsVerified,"1,2BHKVilla",35Units,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,5,4,4,4,4,4,4.5
Varanasi,AwadhAmbrosia,AwadhGroup,NA,55.2Lac,EastTalktoourbestVastuConsultantstogetinstantsolution.ViewConsultants,183751,"Pool,Garden/Park,MainRoad",UnderConstruction,2,2,NewPropertyGetDocumentsVerified,"2,3BHKFlat","6Towers,194Units","Retirees,,Family,,Couple,,",4,4,4,3,4,4,4,4,4,4,4,4,4.4
Varanasi,VidhanMetro,VidhanGroupRealEstate,NA,1.53Cr,EastTalktoourbestVastuConsultantstogetinstantsolution.ViewConsultants,"Garden/Park,Pool","Vitrified,Wooden",24HoursAvailable,5SeeDimensionsBedroom110X15ftBedroom210X13ftBedroom312X10ftBedroom411.1X10ftBedroom510X13ft,4,NewPropertyGetDocumentsVerified,5BHKVilla,51Units,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,3,4,4,4.4
Allahabad,OmaxeAananda,OmaxeLtd.,NA,32.9Lac,"Vitrified,CeramicTiles",24HoursAvailable,No/RarePowercut,4,2SeeDimensionsBedroom110X12ftBedroom210X12ft,2,UnderConstruction,"2,3BHKFlat","5Towers,1068Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,4.5
Allahabad,ImperialGreen,TulsianiConstructions&Developers,NA,54.9Lac,NorthTalktoourbestVastuConsultantstogetinstantsolution.ViewConsultants,"Garden/Park,MainRoad",UnderConstruction,Unfurnished,3,3,NewPropertyGetDocumentsVerified,2BHKFlat,"5Towers,328Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,4.5
Allahabad,RudraAakriti,RudraGroup,NA,65.0Lac,EastTalktoourbestVastuConsultantstogetinstantsolution.ViewConsultants,"Garden/Park,Pool,MainRoad",CeramicTiles,24HoursAvailable,2,2,ReadytoMove,"2,3BHKFlat","3Towers,250Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,4.5
Allahabad,OmaxeAananda,OmaxeLtd.,NA,43.0Lac,EastTalktoourbestVastuConsultantstogetinstantsolution.ViewConsultants,"Garden/Park,Pool,MainRoad",Vitrified,UnderConstruction,3,3,ResaleGetDocumentsVerified,"2,3BHKFlat","5Towers,1068Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,4.5
Allahabad,ImperialGreen,TulsianiConstructions&Developers,NA,41.3Lac,"Garden/Park,MainRoad",UnderConstruction,Unfurnished,Freehold,2,2,ResaleGetDocumentsVerified,2BHKFlat,"5Towers,328Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,4.5
Coimbatore,JRDVillaGardenia,JRDRealtorss,Vitrified,58.0Lac,No/RarePowercut,Unfurnished,,,3SeeDimensionsBedroom116X10ftBedroom216X10ftBedroom310X10ft,3,UnderConstruction,"2,3BHKVilla|2,3BHKResidentialHouse",35Units,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,3,4,4,4.6
Coimbatore,GauraHomes,VelsHousingandConstructions,"Vitrified,Granite",50.0Lac,No/RarePowercut,Unfurnished,,,3SeeDimensionsBedroom116X10ftBedroom216X10ftBedroom316X10ft,3,ReadytoMove,3BHKResidentialHouse,5Units,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,3,4,4,4.6
Coimbatore,Highlands,HighlandProperties,NA,47.0Lac,Semi-Furnished,,,AestheticallydesignedlandscapegardenJoggingandStrollingTrackSwimmingPoolParkGymnasiumSecurityIndoorGamesRoomKidsplayareaHalfbasketballcourtBanquetHallVaastuCompliantClubHouseViewallAmenities,2SeeDimensionsBedroom110X10ftBedroom211X10ft,2,ReadytoMove,"2,3,4BHKVilla",212Units,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,4.7
Coimbatore,RoyalCasaLegendVillas,RoyalCasaConstructions,NA,38.6Lac,Unfurnished,,,VisitorParkingCCTVCameraSecurityGymnasiumKidsPlayAreaClubHouse,2,2,ReadytoMove,"1,2,3BHKVilla|ResidentialPlot|2BHKResidentialHouse",160Units,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,4.5
Coimbatore,GreenFieldPlatina,GreenFieldHousingIndiaPvt.Ltd.,Vitrified,65.1Lac,No/RarePowercut,Unfurnished,,,3SeeDimensionBedroom116X10ft,3,ReadytoMove,"2,3,4BHKVilla|ResidentialPlot|2,3BHKResidentialHouse",217Units,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,4.5
Coimbatore,ShriramShreshta,ShriramPropertiesLtd.,NA,56.0Lac,EastTalktoourbestVastuConsultantstogetinstantsolution.ViewConsultants,"Garden/Park,Pool,MainRoad",Vitrified,NewConstruction,2SeeDimensionsBedroom112X15ftBedroom212X12ft,2,ReadytoMove,"3,4BHKVilla",400Units,"Retirees,,Family,,Couple,,",4,4,4,4,4,3,4,4,4,4,4,4,4.4
Coimbatore,RadianceSplendour,RadianceRealtyDevelopersIndiaLtd.,NA,1.12Cr,EastTalktoourbestVastuConsultantstogetinstantsolution.ViewConsultants,TN/11/Building/0307/2018,Garden/Park,"CeramicTiles,Vitrified",3SeeDimensionsBedroom117X12ftBedroom214X10ftBedroom310X12ft,3,ReadytoMove,"3,4BHKVilla",63Units,"Retirees,,Family,,Couple,,",5,5,5,5,5,5,5,5,5,4,5,5,5
Coimbatore,RadianceSplendour,RadianceRealtyDevelopersIndiaLtd.,NA,1.05Cr,EastTalktoourbestVastuConsultantstogetinstantsolution.ViewConsultants,TN/02/Agent/0183/2017,Garden/Park,"Vitrified,Wooden",3SeeDimensionsBedroom116X12ftBedroom215X12ftBedroom311X14ft,3,ReadytoMove,"3,4BHKVilla",63Units,"Retirees,,Family,,Couple,,",5,5,5,5,5,5,5,5,5,4,5,5,5
Coimbatore,Srikrupa,JMJHousing,NA,48.0Lac,MainRoad,"CeramicTiles,Marble",24HoursAvailable,No/RarePowercut,2SeeDimensionsBedroom110X10ftBedroom210X16ft,2,ReadytoMove,"1,2,3BHKVilla|ResidentialPlot",7Units,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,4.5
Coimbatore,VSKAshwatthaApartment,VSKHousingIndia,TN/11/Building/005/2019,80.4Lac,24HoursAvailable,No/RarePowercut,2,Semi-Furnished,2SeeDimensionsBedroom111X17ftBedroom210X11ft,2,ReadytoMove,"2,3,4BHKFlat","1Tower,72Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,4.8
Coimbatore,TVHVistaHeights,TrueValueHomes,TN/29/Building/0276/2021,1.0Cr,24HoursAvailable,No/RarePowercut,1,Unfurnished,2,2,UnderConstruction,"2,3,4BHKFlat|2,3BHKBuilderFloorApartment","3Towers,210Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,5,4,4,5,4.7
Coimbatore,RadianceSplendour,RadianceRealtyDevelopersIndiaLtd.,NA,96.0Lac,EastTalktoourbestVastuConsultantstogetinstantsolution.ViewConsultants,TN/11/Building/0307/2018,MainRoad,Vitrified,3SeeDimensionsBedroom111.1X10.1ftBedroom211.1X16.3ftBedroom314.5X10.4ft,3,ReadytoMove,"3,4BHKVilla",63Units,"Retirees,,Family,,Couple,,",5,5,5,5,5,5,5,5,5,4,5,5,5
Coimbatore,CasagrandNextown,CasagrandBuilderPvt.Ltd.,NA,38.0Lac,North-EastTalktoourbestVastuConsultantstogetinstantsolution.ViewConsultants,TN/11/Building/0061/2019,MainRoad,Vitrified,2SeeDimensionsBedroom110X11ftBedroom210X12ft,2,NewPropertyGetDocumentsVerified,"1,2BHKFlat","1Tower,364Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,3,4,4,4.6
Coimbatore,PatteeswararHeritage,PatteeswaraDevelopersIndiaPvt.Ltd.,TN/11/Building/0216/2021,94.6Lac,1Covered,24HoursAvailable,No/RarePowercut,1,3SeeDimensionsBedroom110X16ftBedroom210X16ftBedroom310X10ft,3,UnderConstruction,"2,3BHKFlat","2Towers,58Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,4.7
Coimbatore,CasagrandNextown,CasagrandBuilderPvt.Ltd.,NA,32.0Lac,EastTalktoourbestVastuConsultantstogetinstantsolution.ViewConsultants,MainRoad,Vitrified,24HoursAvailable,2SeeDimensionsBedroom110X11ftBedroom210X11ft,2,NewPropertyGetDocumentsVerified,"1,2BHKFlat","1Tower,364Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,3,4,4,4.6
Coimbatore,CentralPark,CordonBleuPropertiesandInfrastructures,"Vitrified,Wooden",1.16Cr,No/RarePowercut,3,Unfurnished,13,3SeeDimensionsBedroom118X12ftBedroom214X12ftBedroom312X12ft,3,ReadytoMove,"2,3,4BHKFlat|4BHKPenthouse","4Towers,367Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,4.5
Coimbatore,RoyalVillage,CastleParkRealtorsPvtLtd,NA,20.0Lac,Unfurnished,,,RainWaterHarvestingParkWaterStorageSecurityKidsplayarea,2SeeDimensionsBedroom110X10ftBedroom210X10ft,2,UnderConstruction,2BHKVilla|ResidentialPlot|2BHKResidentialHouse,750Units,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,4.6
Vijayawada,DevisNirvana,DeviInfra,P06160070086,42.8Lac,24HoursAvailable,No/RarePowercut,2,Unfurnished,2,2,ReadytoMove,2BHKFlat,"1Tower,40Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,3,4,4,4.4
Vijayawada,PlatinumEntity,HasiniInfrastructures,NA,44.6Lac,"Garden/Park,MainRoad",Vitrified,24HoursAvailable,No/RarePowercut,2,2,ReadytoMove,"2,3BHKFlat","8Towers,235Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,4.8
Raipur,AvinashAashiyana,AvinashGroup,NA,20.5Lac,24HoursAvailable,No/RarePowercut,2,Unfurnished,2SeeDimensionBedroom110X10.6ft,2,ReadytoMove,"1,2BHKFlat|StudioApartment","8Towers,769Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,3,4,4,3.8
Raipur,AvinashPride,AvinashDevelopersPvt.Ltd.,NA,25.0Lac,Garden/Park,CeramicTiles,24HoursAvailable,No/RarePowercut,2SeeDimensionsBedroom111X12ftBedroom211X12ft,2,ReadytoMove,1BHKFlat,"9Towers,420Units","Retirees,,Family,,Couple,,",5,5,4,4,4,5,5,4,5,5,5,5,4.5
Raipur,AvinashCapitalHomes,AvinashDevelopersPvt.Ltd.,NA,37.0Lac,Garden/Park,Vitrified,24HoursAvailable,No/RarePowercut,3SeeDimensionsBedroom111X10ftBedroom210X10ftBedroom310X12ft,2,ReadytoMove,3BHKResidentialHouse,85Units,"Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,4,4,4,4,4,4.6
Raipur,GoldenSky,GoldenGroup,NA,38.0Lac,5to10years,Semi-Furnished,,,3,3,ReadytoMove,"2,3BHKFlat","10Towers,60Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,4.9
Chandigarh,SteelStripsTowers,SabIndustriesLtd,PBRERA-SAS79-PR0409,84.5Lac,24HoursAvailable,No/RarePowercut,2,Furnished,3SeeDimensionBedroom115X12ft,4,UnderConstruction,"2,3BHKFlat","15Towers,612Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,4.6
Chandigarh,MaxxusElanza,MaxxusGroup,PBRERA-SAS79-PR0649,64.9Lac,24HoursAvailable,No/RarePowercut,1,Semi-Furnished,3SeeDimensionsBedroom110.6X15ftBedroom210X14.6ftBedroom310.6X13ft,2,UnderConstruction,3BHKFlat|3BHKBuilderFloorApartment,"72Towers,288Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,4.7
Chandigarh,OmaxeTheLake,OmaxeLtd.,NA,77.5Lac,"Vitrified,Wooden",24HoursAvailable,No/RarePowercut,3,3SeeDimensionsBedroom112X15ftBedroom212X15ftBedroom312X15ft,3,ReadytoMove,"2,3,4BHKFlat","18Towers,1344Units","Retirees,,Family,,Couple,,",4,5,4,4,4,4,4,4,4,4,4,4,4
Chandigarh,MotiaBlueRidge,MotiaGroup,PBRERA-SAS80-PR0333,66.9Lac,24HoursAvailable,No/RarePowercut,2,Unfurnished,3SeeDimensionsBedroom111X13ftBedroom210.6X13ftBedroom311X13.6ft,3,ReadytoMove,3BHKFlat,"12Towers,472Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,4.7
Chandigarh,TrishlaCity,TrishlaBuilders,PBRERA-SAS79-PR0050,1.0Cr,No/RarePowercut,2,Semi-Furnished,,3SeeDimensionBedroom115X11ft,3,ReadytoMove,"2,3,4BHKFlat","19Towers,348Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,4.7
Chandigarh,UptownSkylla,ArtiqueInfratech,NA,72.0Lac,North-EastTalktoourbestVastuConsultantstogetinstantsolution.ViewConsultants,PBRERASAS79PR0546,MainRoad,"CeramicTiles,Vitrified",3SeeDimensionsBedroom113X11ftBedroom213X10.5ftBedroom312.6X11ft,3,NewPropertyGetDocumentsVerified,"2,3,4,5BHKFlat","9Towers,353Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,4.7
Chandigarh,SushmaValencia,SushmaBuildtech,NA,71.2Lac,North-EastTalktoourbestVastuConsultantstogetinstantsolution.ViewConsultants,PBRERA-SAS80-PC0396,MainRoad,Vitrified,3SeeDimensionsBedroom111X14ftBedroom210.6X12.6ftBedroom311X12.3ft,3,ResaleGetDocumentsVerified,3BHKFlat|3BHKBuilderFloorApartment,900Units,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,4.7
Chandigarh,ELSpazia,AllwinInfrastructureLtd.,NA,1.05Cr,EastTalktoourbestVastuConsultantstogetinstantsolution.ViewConsultants,PBRERA-SAS79-PR0526,Garden/Park,"Granite,Marble,Vitrified,Wooden",3SeeDimensionsBedroom112X15ftBedroom212X15ftBedroom311X15ft,3,NewPropertyGetDocumentsVerified,"3,4BHKFlat","5Towers,196Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,4.7
Chandigarh,SushmaValencia,SushmaBuildtech,NA,63.9Lac,North-EastTalktoourbestVastuConsultantstogetinstantsolution.ViewConsultants,PBRERA-SAS80-PR0396,"Garden/Park,MainRoad","CeramicTiles,Vitrified,Wooden",3SeeDimensionsBedroom111X14ftBedroom210.6X12.7ftBedroom311X12.3ft,3,NewPropertyGetDocumentsVerified,3BHKFlat|3BHKBuilderFloorApartment,900Units,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,4.7
Chandigarh,OmaxeTheLake,OmaxeLtd.,NA,1.05Cr,WestTalktoourbestVastuConsultantstogetinstantsolution.ViewConsultants,MainRoad,Vitrified,UnderConstruction,3,3,NewPropertyGetDocumentsVerified,"2,3,4BHKFlat","18Towers,1344Units","Retirees,,Family,,Couple,,",4,5,4,4,4,4,4,4,4,4,4,4,4
Chandigarh,UptownSkylla,ArtiqueInfratech,NA,66.2Lac,EastTalktoourbestVastuConsultantstogetinstantsolution.ViewConsultants,PBRERA-SAS79-PR0546,"Garden/Park,MainRoad",Vitrified,3SeeDimensionsBedroom111X12ftBedroom211X12ft,2,NewPropertyGetDocumentsVerified,"2,3,4,5BHKFlat","9Towers,353Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,4.7
Chandigarh,TheHermitagePark,ParadigmBusinessVenture,NA,72.0Lac,North-EastTalktoourbestVastuConsultantstogetinstantsolution.ViewConsultants,PBRERA-SAS79-PRO579,"Garden/Park,MainRoad","CeramicTiles,Vitrified,Wooden",4SeeDimensionsBedroom114X11ftBedroom211X13ftBedroom311X13ftBedroom411X12ft,4,NewPropertyGetDocumentsVerified,"2,3,4BHKFlat","8Towers,450Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,4.7
Chandigarh,HermitageCentralis,HermitageInfraDevelopers,NA,58.0Lac,EastTalktoourbestVastuConsultantstogetinstantsolution.ViewConsultants,MainRoad,Vitrified,24HoursAvailable,3,3,NewPropertyGetDocumentsVerified,"3,4BHKFlat","15Towers,452Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,4.7
Chandigarh,HermitageCentralis,HermitageInfraDevelopers,NA,73.1Lac,North-EastTalktoourbestVastuConsultantstogetinstantsolution.ViewConsultants,"Garden/Park,Pool,MainRoad","CeramicTiles,Vitrified,Wooden",24HoursAvailable,3SeeDimensionsBedroom116X10ftBedroom216X10ftBedroom313X12ft,3,NewPropertyGetDocumentsVerified,"3,4BHKFlat","15Towers,452Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,4.7
Chandigarh,TrishlaCity,TrishlaBuilders,NA,92.5Lac,EastTalktoourbestVastuConsultantstogetinstantsolution.ViewConsultants,MainRoad,Vitrified,24HoursAvailable,3SeeDimensionsBedroom113X12ftBedroom214X11ftBedroom313X11ft,3,NewPropertyGetDocumentsVerified,"2,3,4BHKFlat","19Towers,348Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,4.7
Chandigarh,HermitageCentralis,HermitageInfraDevelopers,NA,52.5Lac,North-EastTalktoourbestVastuConsultantstogetinstantsolution.ViewConsultants,Garden/Park,Vitrified,24HoursAvailable,3SeeDimensionsBedroom110.5X13ftBedroom210.5X14ftBedroom310.5X14ft,3,NewPropertyGetDocumentsVerified,"3,4BHKFlat","15Towers,452Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,4.7
Chandigarh,UptownSkylla,ArtiqueInfratech,NA,77.5Lac,North-EastTalktoourbestVastuConsultantstogetinstantsolution.ViewConsultants,MainRoad,Vitrified,24HoursAvailable,3SeeDimensionsBedroom113X12ftBedroom213X11ftBedroom312X11ft,2,NewPropertyGetDocumentsVerified,"2,3,4,5BHKFlat","9Towers,353Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,4.7
Chandigarh,UptownSkylla,ArtiqueInfratech,NA,1.15Cr,North-EastTalktoourbestVastuConsultantstogetinstantsolution.ViewConsultants,"Garden/Park,MainRoad",Vitrified,24HoursAvailable,5SeeDimensionsBedroom116.4X11ftBedroom213X12ftBedroom314X11ftBedroom413X11ftBedroom59.7X7ft,5,NewPropertyGetDocumentsVerified,"2,3,4,5BHKFlat","9Towers,353Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,4.7
Chandigarh,MaxxusElanza,MaxxusGroup,NA,61.9Lac,EastTalktoourbestVastuConsultantstogetinstantsolution.ViewConsultants,"MainRoad,Garden/Park,Pool",Vitrified,UnderConstruction,3,3,NewPropertyGetDocumentsVerified,3BHKFlat|3BHKBuilderFloorApartment,"72Towers,288Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,4.7
Chandigarh,UptownSkylla,ArtiqueInfratech,NA,1.27Cr,EastTalktoourbestVastuConsultantstogetinstantsolution.ViewConsultants,MainRoad,UnderConstruction,Semi-Furnished,4,5,NewPropertyGetDocumentsVerified,"2,3,4,5BHKFlat","9Towers,353Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,4.7
Guwahati,Shristinagar,ShristiInfrastructureDevelopmentCorporationLimited,Vitrified,57.4Lac,No/RarePowercut,1,Semi-Furnished,4,2,2,UnderConstruction,"2,3BHKFlat|ResidentialPlot","8Towers,150Units","Retirees,,Family,,Couple,,",4,4,4,4,2,5,3,5,3,3,3,3,5
Guwahati,TransGarden,TransIndiaDevelopersLtd.,NA,1.20Cr,"Garden/Park,Pool",Vitrified,24HoursAvailable,No/RarePowercut,4,3,ReadytoMove,"2,3,4BHKFlat","6Towers,163Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,4.6
Guwahati,SwasteekSamriddhi,AakashDevelopers,NA,29.6Lac,4,Unfurnished,9,,2,2,UnderConstruction,"1,2,3BHKFlat","1Tower,210Units","Retirees,,Family,,Couple,,",4,4,5,4,4,4,5,4,5,3,5,5,4.5
Mysore,Viaana,GravityOneLivingSpacePvt.Ltd.,NA,1058.50Cr,WestTalktoourbestVastuConsultantstogetinstantsolution.ViewConsultants,PRMKARERA1268378PR171201001392,Vitrified,24HoursAvailable,2SeeDimensionsBedroom116X12ftBedroom212.5X12ft,2,ReadytoMove,"2,4BHKFlat","2Towers,65Units","Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,4,4,3,3,3,4.4
Mysore,FoundationsDhiya,FoundationsDevelopersandPromoters,PRM/KA/RERA/1268/378/PR/200811/003542,65.5Lac,24HoursAvailable,No/RarePowercut,1,Semi-Furnished,3SeeDimensionsBedroom115X13ftBedroom214X12ftBedroom312X10ft,2,ReadytoMove,"2,3BHKFlat","1Tower,20Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,5,4,4,3,3,4,4.7
Mysore,EminencePark,EminenceHomesandSpaces,NA,80.0Lac,Garden/Park,Vitrified,24HoursAvailable,No/RarePowercut,3,3,ReadytoMove,"2,3BHKFlat","1Tower,48Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,3,3,4,4,4.5
Mysore,MotherlandCrownEnclave,MotherlandVentures,NA,95.0Lac,Vitrified,24HoursAvailable,No/RarePowercut,Lessthan5years,3,3,ReadytoMove,"2,3BHKVilla",40Units,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,3,4,3,4.5
Gurgaon,LuxuryFloors,LuxuryFloorsGroup,"Mosaic,Vitrified,Wooden",5.0Cr,No/RarePowercut,1,Semi-Furnished,4,4SeeDimensionBedroom117X15ft,4,ReadytoMove,4BHKBuilderFloorApartment,"1Tower,4Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,4.8
Gurgaon,Bellavista,CentralPark,NA,2.90Cr,2,Furnished,32,,1,1,UnderConstruction,1BHKFlat|StudioApartment,1Tower,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,4.6
Gurgaon,M3MSkycity,M3MIndiaPvt.Ltd.,NA,1.64Cr,2,Semi-Furnished,35,,3SeeDimensionBedroom115X12ft,3,UnderConstruction,"CommercialOfficeSpace|2,3,4BHKFlat","2Towers,376Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,4.7
Gurgaon,ChintelsSerenity,ChintelsIndiaLtd.,"Wooden,CeramicTiles,Marble,Granite",1.53Cr,24HoursAvailable,No/RarePowercut,2,Unfurnished,3SeeDimensionBedroom115X12ft,4,UnderConstruction,"3,4BHKFlat","9Towers,444Units","Retirees,,Family,,Couple,,",4,3,4,4,3,4,4,3,4,3,3,3,4.5
Gurgaon,TheHeartsong,ExperionDevelopersPvtLtd,NA,1.87Cr,Semi-Furnished,,,ConvenienceLeisureSecuritySportsCafeteria/FoodCourtLiftMeditationAreaBanquetHallIndoorSquash&BadmintonCourtsAEROBICSROOMEventSpace&AmphitheatreIndoorGamesRoomKidsPlayAreaCCTVCameraJoggingandStrollingTrackPowerBackUpVisitorParkingSecurityReservedParkingGymnasiumSwimmingPoolClubHouseFireFightingEquipment,4,4,ReadytoMove,"2,3,4BHKFlat","15Towers,811Units","Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,4,4,3,3,3,4.6
Gurgaon,AmbienceCreacions,AmbienceGroup,NA,3.40Cr,Marble,24HoursAvailable,No/RarePowercut,1,3,3,UnderConstruction,"2,3,4BHKFlat|3,4,5BHKPenthouse","19Towers,880Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,4.7
Gurgaon,MapskoMountville,MapskoGroupPvt.Ltd.,328of2017,1.70Cr,24HoursAvailable,No/RarePowercut,2,Semi-Furnished,4,4,ReadytoMove,"3,4BHKFlat","8Towers,756Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,4.6
Gurgaon,Joyville,ShapoorjiPallonjiRealEstate,RC/REP/HARERA/GGM/335/67/2019/29,96.3Lac,No/RarePowercut,2,Semi-Furnished,,2,2,UnderConstruction,"2,3,4BHKFlat","13Towers,1560Units","Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,4,4,3,4,4,4.5
Gurgaon,M3MSierra68,M3MIndiaPvt.Ltd.,57of2017,89.6Lac,No/RarePowercut,2,Unfurnished,,2,2,ReadytoMove,"2,3BHKFlat",6Towers,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,4.7
Gurgaon,TulipYellow,TulipInfratechPvt.Ltd.,70of2019,93.7Lac,1Covered,24HoursAvailable,No/RarePowercut,2,3SeeDimensionBedroom115X12ft,3,UnderConstruction,3BHKFlat,"6Towers,630Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,4.5
Gurgaon,SuncityPlatinumTowers,SuncityProjectsPvt.Ltd.India,GGM/272/2018/04,3.85Cr,No/RarePowercut,2,Furnished,,3,4,UnderConstruction,"2,3,4BHKFlat","6Towers,258Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,4.7
Gurgaon,ZenResidences,AdvanceIndiaProjectsLtd.,223OF2017,95.0Lac,No/RarePowercut,2,Unfurnished,30,2SeeDimensionBedroom115X12ft,2,ReadytoMove,"2,3BHKFlat",3Towers,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,4.6
Gurgaon,ValueLuxuryFloors,ValueDevelopers,"Mosaic,Vitrified,Wooden",3.0Cr,No/RarePowercut,1,Semi-Furnished,4,4SeeDimensionBedroom114X15ft,5,ReadytoMove,4BHKBuilderFloorApartment,"1Tower,4Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,4.7
