city,name,developer,rera-id,price,water-availability,status-of-electricity,lift,furnishing,bedrooms,bathrooms,status,configuration,tower-and-unit-details,recommended-for,neighborhood,roads,safety,cleanliness,public-transport,parking,connectivity,traffic,school,restaurants,hospital,market,locality-rating
Gurgaon,SignatureGlobalPark,SignatureGlobalGroup,NA,50.8Lac,2,Semi-Furnished,,,3,2,UnderConstruction,"1,2,3BHKFlat|2,3BHKBuilderFloorApartment",867Units,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,4.8
Gurgaon,MapskoMountville,MapskoGroupPvt.Ltd.,328of2017,1.0Cr,24HoursAvailable,No/RarePowercut,2,Semi-Furnished,3,3,ReadytoMove,"3,4BHKFlat","8Towers,756Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,4.6
Gurgaon,M3MSoulitude,M3MIndiaPvt.Ltd.,RC/REP/HARERA/GGM/501/233/2021/69,80.0Lac,24HoursAvailable,No/RarePowercut,Semi-Furnished,,2SeeDimensionBedroom115X12ft,2,UnderConstruction,"2,3BHKFlat",864Units,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,3,4,4,4.6
Gurgaon,LuxuryFloorsGurgaon,LuxuryFloorsGroup,NA,1.50Cr,1,Semi-Furnished,,,3SeeDimensionBedroom118X15ft,4,ReadytoMove,3BHKBuilderFloorApartment,1Units,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,4.5
Gurgaon,TheLeaf,SSGroup,NA,2.49Cr,4,Semi-Furnished,25,2more,5SeeDimensionsBedroom115X17ftBedroom215X17ftBedroom315X17ftBedroom415X17ftBedroom515X17ft,5,UnderConstruction,"2,3,4,5BHKFlat|4,5BHKVilla|4,5BHKPenthouse","10Towers,560Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,3,4,4,4.4
Gurgaon,ZenithBuilderFloors,ZenithRealEstate,"Vitrified,Wooden",3.45Cr,No/RarePowercut,1,Semi-Furnished,3,5,5,ReadytoMove,"3,4,5BHKBuilderFloorApartment","1Tower,56Units","Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,4,4,4,4,4,4.4
Gurgaon,AshianaAnmol,AshianaHousingLtd.,26of2017,72.0Lac,No/RarePowercut,2,Semi-Furnished,,2,2,ReadytoMove,"2,3BHKFlat","5Towers,150Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,4.6
Gurgaon,BirlaNavya,BirlaEstatesPvtLtdandAnantRajLtd,NA,1.96Cr,EastTalktoourbestVastuConsultantstogetinstantsolution.ViewConsultants,RC/REP/HARERA/GGM/390/122/2020/06,"Garden/Park,Pool,MainRoad","Marble,Wooden",3SeeDimensionsBedroom111X11.1ftBedroom211.1X12.7ftBedroom311.1X11.1ft,3,NewPropertyGetDocumentsVerified,"2,3,4BHKFlat|2,3,4BHKBuilderFloorApartment","75Towers,305Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,5
Gurgaon,SobhaCity,SOBHALtd.,"Vitrified,Wooden",1.80Cr,No/RarePowercut,2,Semi-Furnished,,3SeeDimensionBedroom115X12ft,3,UnderConstruction,"2,3,4BHKFlat|3,4,5BHKVilla","22Towers,1728Units","Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,4,4,3,3,3,4.6
Moradabad,SupertechPalmGreens,SupertechLtd.,NA,56.5Lac,5to10years,Unfurnished,,,3,2,ReadytoMove,"2,3BHKFlat","6Towers,264Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,3,4.5
Moradabad,GreenOrchid,S.LGroup,NA,39.1Lac,EastTalktoourbestVastuConsultantstogetinstantsolution.ViewConsultants,"Pool,Garden/Park,MainRoad",Lessthan5years,Semi-Furnished,2,2,ReadytoMove,"2,3BHKFlat","3Towers,350Units","Retirees,,Family,,Couple,,",4,5,4,4,4,4,4,3,4,3,3,4,4.2
Bhubaneswar,DNFairytale,DNHomesPvt.Ltd.,NA,87.5Lac,2,Unfurnished,14,,3,2,UnderConstruction,"2,3BHKFlat","12Towers,708Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,4.6
Bhubaneswar,UtkalGreenex,AMJGlobalHomesLLP,RP/19/2021/00464,86.8Lac,1Covered,24HoursAvailable,No/RarePowercut,4,3SeeDimensionBedroom112X14ft,3,UnderConstruction,"2,3BHKFlat","6Towers,714Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,3,3,4,4.5
Bhubaneswar,Evos8,EvosBuildconPvt.Ltd.,NA,1.41Cr,1,Unfurnished,,,3SeeDimensionBedroom112X17ft,4,UnderConstruction,3BHKBuilderFloorApartment,"1Tower,8Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,4.8
Bhubaneswar,SpringvilleGreens,SurekaGroupandMerlinGroup,RP/19/2021/00467,71.3Lac,24HoursAvailable,No/RarePowercut,3,Unfurnished,3,2,UnderConstruction,"2,3BHKFlat","7Towers,392Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,3,4,4,4.7
Bhubaneswar,CovenantsLACASA,CovenantsDevelopersPvtLtd,RP/19/2021/00557,76.5Lac,No/RarePowercut,2,Unfurnished,,3SeeDimensionBedroom114X12ft,3,UnderConstruction,"2,3BHKFlat","1Tower,65Units","Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,4,4,3,4,4,4.5
Bhubaneswar,AditiResidency,MyNestAssets,Vitrified,70.3Lac,No/RarePowercut,Unfurnished,,,3SeeDimensionBedroom114X12ft,3,UnderConstruction,3BHKVilla,62Units,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,3,4,4,4.5
Bhubaneswar,DNFairytale,DNHomesPvt.Ltd.,NA,58.7Lac,North-EastTalktoourbestVastuConsultantstogetinstantsolution.ViewConsultants,"Garden/Park,Pool,MainRoad",Vitrified,24HoursAvailable,2SeeDimensionsBedroom112X11.6ftBedroom211X14ft,2,NewPropertyGetDocumentsVerified,"2,3BHKFlat","12Towers,708Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,4.6
Bhubaneswar,CovenantsLACASA,CovenantsDevelopersPvtLtd,NA,79.5Lac,North-EastTalktoourbestVastuConsultantstogetinstantsolution.ViewConsultants,RP/19/202100557,Garden/Park,Vitrified,3SeeDimensionsBedroom114X11ftBedroom213.6X11ftBedroom313.6X13.6ft,3,NewPropertyGetDocumentsVerified,"2,3BHKFlat","1Tower,65Units","Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,4,4,3,4,4,4.5
Bhubaneswar,SaswatGolapResidency,SaswatInfrastructure,NA,42.0Lac,"Vitrified,CeramicTiles,Granite",24HoursAvailable,No/RarePowercut,2,2SeeDimensionsBedroom112X10ftBedroom212X10ft,2,ReadytoMove,"2,3BHKFlat","1Tower,48Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,3,4,4,4.7
Bhubaneswar,KokilaVillaIvory,S.B.RealconPvt.Ltd.,Vitrified,88.8Lac,No/RarePowercut,Unfurnished,,,3SeeDimensionBedroom112X15ft,3,ReadytoMove,3BHKVilla,"30Towers,30Units","Retirees,,Family,,Couple,,",4,4,4,4,4,5,5,4,4,3,3,4,4.8
Bhubaneswar,JBAnnex,JBAssetsPvt.Ltd.,NA,50.0Lac,NorthTalktoourbestVastuConsultantstogetinstantsolution.ViewConsultants,RP/19/2018/00146,"Granite,Vitrified",24HoursAvailable,2SeeDimensionsBedroom113X12ftBedroom212X11ft,2,ReadytoMove,"2,3BHKFlat",1Tower,"Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,4,4,3,4,4,4.5
Bhubaneswar,RashmiLifestyle,LifeStylePropertiesPvt.Ltd.,NA,73.4Lac,NorthTalktoourbestVastuConsultantstogetinstantsolution.ViewConsultants,MP/19/2019/00268,Garden/Park,Vitrified,3SeeDimensionsBedroom111X14ftBedroom211X14ftBedroom311X14ft,3,NewPropertyGetDocumentsVerified,"2,3BHKFlat","4Towers,152Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,4.6
Bhubaneswar,MMResidency,MMEngineers&Consultants,RP/19/2020/00377,60.9Lac,1Covered,24HoursAvailable,No/RarePowercut,1,3SeeDimensionBedroom114X11ft,3,UnderConstruction,"1,2,3BHKFlat","1Tower,23Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,4.5
Bhubaneswar,RajmanoharResidency,EssenConstruction,RP/19/2018/00224,74.8Lac,24HoursAvailable,No/RarePowercut,2,Semi-Furnished,3,3,ReadytoMove,"2,3BHKFlat","2Towers,52Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,4.6
Bhubaneswar,DDMAvenue,DDMRealty,Vitrified,64.8Lac,No/RarePowercut,Unfurnished,,CCTVCameraSecurityGymnasiumKidsPlayAreaClubHouse,3,3,UnderConstruction,"3,4,5BHKVilla",70Units,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,4.6
Bhubaneswar,MSTAvahan,MSTBuilders,Vitrified,35.6Lac,24HoursAvailable,No/RarePowercut,Unfurnished,,2SeeDimensionBedroom113.4X10ft,2,UnderConstruction,"2,3BHKFlat","6Towers,120Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,3,4,4,4.5
Bhubaneswar,RashmiLifestyle,LifeStylePropertiesPvt.Ltd.,NA,50.4Lac,EastTalktoourbestVastuConsultantstogetinstantsolution.ViewConsultants,RP/19/2021/00436,"Garden/Park,Pool,MainRoad","CeramicTiles,Vitrified",2SeeDimensionsBedroom114X12ftBedroom213X12ft,2,ReadytoMove,"2,3BHKFlat","4Towers,152Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,4.6
Bhubaneswar,SonsyRise,SonsyEngineersandConstructionsPvt.Ltd.,RP/19/2018/00101,61.0Lac,24HoursAvailable,No/RarePowercut,1,Unfurnished,2SeeDimensionBedroom111X13ft,2,ReadytoMove,"2,3BHKFlat","1Tower,95Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,4.6
Bhubaneswar,SwarnaBhumi,SkyiesInfraHomeOPCPvt.Ltd.,RP/19/2021/00472,70.0Lac,24HoursAvailable,No/RarePowercut,Unfurnished,,3SeeDimensionBedroom112X14ft,3,UnderConstruction,3BHKVilla,50Units,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,3,3,4,4.5
Bhubaneswar,SpringvilleGreens,SurekaGroupandMerlinGroup,NA,58.0Lac,South-EastTalktoourbestVastuConsultantstogetinstantsolution.ViewConsultants,"Garden/Park,Pool,MainRoad",Vitrified,24HoursAvailable,2SeeDimensionsBedroom110X12.1ftBedroom211.7X10.7ft,2,NewPropertyGetDocumentsVerified,"2,3BHKFlat","7Towers,392Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,3,4,4,4.7
Bhubaneswar,NandanVilla,NandanEstate,NA,80.0Lac,North-EastTalktoourbestVastuConsultantstogetinstantsolution.ViewConsultants,"Garden/Park,MainRoad",NormalTiles/KotahStone,24HoursAvailable,3SeeDimensionsBedroom111X13ftBedroom211X13ftBedroom311X13ft,2,NewPropertyGetDocumentsVerified,"3,4BHKVilla",400Units,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,4.6
Bhubaneswar,DhrutisovaEnclave,DhrutisovaInfratech,RP/19/2021/00516,55.0Lac,24HoursAvailable,No/RarePowercut,Semi-Furnished,4,2,2,UnderConstruction,"2,3BHKFlat",1Tower,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,4.5
Bhubaneswar,DNFairytale,DNHomesPvt.Ltd.,NA,63.0Lac,EastTalktoourbestVastuConsultantstogetinstantsolution.ViewConsultants,MP/19/2019/00268,"Garden/Park,Pool,MainRoad","CeramicTiles,Granite,Vitrified",2SeeDimensionsBedroom114X11ftBedroom212X11.6ft,2,NewPropertyGetDocumentsVerified,"2,3BHKFlat","12Towers,708Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,4.6
Guntur,RaintreeParkDwarakaKrishana,IJMLingamaneniTownship,NA,47.3Lac,EastTalktoourbestVastuConsultantstogetinstantsolution.ViewConsultants,APRERA07270020004,Pool,Vitrified,2SeeDimensionsBedroom112X10ftBedroom211X10ft,2,ReadytoMove,"2,3BHKFlat","3Towers,632Units","Retirees,,Family,,Couple,,",4,4,4,5,4,5,4,4,4,3,4,3,4.9
Delhi-NCR,LogixBlossomGreens,LogixGroup,NA,46.9Lac,Semi-Furnished,,,MeditationAreaRentableCommunitySpaceCycling&JoggingTrackEarlyLearningCentreRetailBoulevard(RetailShops)IndoorGamesRoomGymnasiumKidsPlayAreaIndoorSquash&BadmintonCourtsRecreationalPoolLibraryAndBusinessCentreReservedParkingActivityDeck4OutdoorTennisCourtsSwimmingPoolParkFlowerGardensEventSpace&AmphitheatreKidsClubLiftFireFightingEquipmentMultipurposeCourtsClubHouseViewallAmenities,2,2,ReadytoMove,"2,3,4BHKFlat","22Towers,2434Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,4.6
Delhi-NCR,MapskoCasaBella,MapskoGroupPvt.Ltd.,NA,1.60Cr,North-EastTalktoourbestVastuConsultantstogetinstantsolution.ViewConsultants,"Garden/Park,Pool","Vitrified,Wooden,CeramicTiles,Marble,Granite",24HoursAvailable,4SeeDimensionsBedroom116X11ftBedroom214X10ftBedroom314X11ftBedroom414X11ft,4,ReadytoMove,"3,4BHKFlat|4,5BHKVilla|4BHKPenthouse","11Towers,956Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,4.6
Delhi-NCR,Sublimis,CRCGroup,NA,77.0Lac,North-EastTalktoourbestVastuConsultantstogetinstantsolution.ViewConsultants,Garden/Park,CeramicTiles,UnderConstruction,3SeeDimensionsBedroom110X13ftBedroom210X13.6ftBedroom311X13ft,3,ResaleGetDocumentsVerified,"2,3BHKFlat|3BHKVilla","6Towers,857Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,4,4,4,4,4,4.5
Delhi-NCR,ATSTriumph,ATSInfrastructureLtd.,NA,1.50Cr,North-EastTalktoourbestVastuConsultantstogetinstantsolution.ViewConsultants,"Garden/Park,Pool,MainRoad","Vitrified,Wooden,Marble",24HoursAvailable,3SeeDimensionsBedroom112X16ftBedroom211X12ftBedroom311X12ft,3,ReadytoMove,"3,4BHKFlat","8Towers,443Units","Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,4,4,3,3,3,4.3
Delhi-NCR,GaurCity214Avenue,GaursGroup,NA,50.0Lac,Marble,24HoursAvailable,No/RarePowercut,3,3,2,ReadytoMove,"1,2,3BHKFlat|1BHKStudioApartment","20Towers,1674Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,3,4,4,4.6
Delhi-NCR,MigsunUltimo,MigsunGroup,NA,38.0Lac,EastTalktoourbestVastuConsultantstogetinstantsolution.ViewConsultants,"Garden/Park,Pool,MainRoad","Mosaic,Vitrified,Wooden,CeramicTiles,Marbonite",24HoursAvailable,2SeeDimensionsBedroom112X14ftBedroom212X11ft,2,ReadytoMove,"2,3,4BHKFlat","6Towers,975Units","Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,4,4,3,4,4,4.4
Delhi-NCR,KrishnaApraRoyalCourt,KrishnaApraRoyalCourt,NA,65.5Lac,North-EastTalktoourbestVastuConsultantstogetinstantsolution.ViewConsultants,3386,"Pool,Garden/Park,MainRoad",NewConstruction,3,3,ReadytoMove,3BHKFlat,286Units,"Retirees,,Family,,Couple,,",5,5,5,5,4,5,5,4,4,4,4,5,5
Delhi-NCR,BPTPParkEliteFloors,BPTPLtd.,NA,42.0Lac,5to10years,Semi-Furnished,,,3,2,ReadytoMove,"3,4BHKFlat|3,4BHKResidentialHouse",500Units,"Retirees,,Family,,Couple,,",4,4,4,4,3,4,4,4,4,4,4,4,4.6
Delhi-NCR,GodrejMeridien,GodrejProperties,NA,2.97Cr,North-EastTalktoourbestVastuConsultantstogetinstantsolution.ViewConsultants,"Garden/Park,Pool,MainRoad","CeramicTiles,Vitrified,Wooden",24HoursAvailable,5,5,NewPropertyGetDocumentsVerified,"2,3,4BHKFlat|5BHKPenthouse","7Towers,700Units","Retirees,,Family,,Couple,,",4,4,4,3,4,4,4,3,4,4,4,4,4.5
New-Delhi,PartapHomes,PartapBuilders,NA,60.0Lac,Unfurnished,4,,,3,2,ReadytoMove,"1,2,3,4BHKFlat|1,2,3BHKBuilderFloorApartment","4Towers,9Units","Retirees,,Family,,Couple,,",4,3,4,3,4,3,4,3,4,4,4,4,4.2
New-Delhi,BharatLuxuryHomes,BharatHomes,"Vitrified,Marble,Marbonite",30.0Lac,No/RarePowercut,Semi-Furnished,4,,2SeeDimensionsBedroom112X10ftBedroom212X10ft,2,ReadytoMove,"1,2,3,4BHKFlat",1Tower,"Retirees,,Family,,Couple,,",4,3,4,3,4,3,4,3,4,4,4,4,4.2
New-Delhi,UttamNagarFloors,AggarwalRealEstates,NA,22.0Lac,24HoursAvailable,No/RarePowercut,1,Semi-Furnished,2SeeDimensionsBedroom111X10ftBedroom210X11ft,2,ReadytoMove,"1,2,3BHKFlat|1,2,3,4BHKBuilderFloorApartment",5Towers,"Retirees,,Family,,Couple,,",4,3,4,3,4,3,4,3,4,4,4,4,4.2
New-Delhi,FindHomes,FindahouseRealestateConsultantsLLP,"Mosaic,Vitrified,Wooden,CeramicTiles,Marble,Granite",4.0Cr,No/RarePowercut,1,Semi-Furnished,4,3SeeDimensionBedroom120X22ft,3,ReadytoMove,"3,4,5BHKFlat","1Tower,4Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,4.6
New-Delhi,TheAmaryllis,UnityGroup,NA,6.35Cr,"Mosaic,Vitrified,Wooden,CeramicTiles",24HoursAvailable,No/RarePowercut,2,4SeeDimensionBedroom115X12ft,4,ReadytoMove,"2,3,4,5BHKFlat","17Towers,2500Units","Retirees,,Family,,Couple,,",4,4,4,4,4,3,4,3,4,4,4,4,4.5
New-Delhi,DLFOneMidtown,DLFLtd.,DLRERA2021P0007,4.20Cr,24HoursAvailable,No/RarePowercut,2,Semi-Furnished,3,2,UnderConstruction,"2,3,4BHKFlat","4Towers,913Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,5,4,4,4,4,4,4.8
New-Delhi,MetroWalk,SGambhirBuildtechPvt.Ltd,NA,70.2Lac,EastTalktoourbestVastuConsultantstogetinstantsolution.ViewConsultants,"Garden/Park,MainRoad","Vitrified,CeramicTiles,NormalTiles/KotahStone",24HoursAvailable,4SeeDimensionsBedroom112X12ftBedroom212X12ftBedroom312X14ftBedroom412X14ft,2,ReadytoMove,"1,2,3,4BHKBuilderFloorApartment","1Tower,48Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,4.5
New-Delhi,FarmSideApartments,A.R.S.HighVisionDevelopersPvtLtd,"Vitrified,Wooden,Marble,Granite",65.0Lac,No/RarePowercut,1,Semi-Furnished,4,3SeeDimensionBedroom115X12ft,2,ReadytoMove,"3BHKFlat|1,2,3BHKBuilderFloorApartment","1Tower,20Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,4.4
New-Delhi,TheAmaryllis,UnityGroup,DLRERA2018P0007,2.10Cr,No/RarePowercut,2,Semi-Furnished,,2SeeDimensionBedroom115X12ft,2,ReadytoMove,"2,3,4,5BHKFlat","17Towers,2500Units","Retirees,,Family,,Couple,,",4,4,4,4,4,3,4,3,4,4,4,4,4.5
New-Delhi,ShamanApartments,Grouphousingsociety,NA,1.58Cr,"Garden/Park,MainRoad",Vitrified,24HoursAvailable,No/RarePowercut,3SeeDimensionsBedroom110X11ftBedroom212X12ftBedroom310X11ft,2,ReadytoMove,3BHKFlat,"4Towers,102Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,4.3
New-Delhi,DLFOneMidtown,DLFLtd.,NA,3.45Cr,24HoursAvailable,No/RarePowercut,2,UnderConstruction,2,2,NewPropertyGetDocumentsVerified,"2,3,4BHKFlat","4Towers,913Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,5,4,4,4,4,4,4.8
New-Delhi,DLFKingsCourt,DLFLtd.,NA,20.0Cr,EastTalktoourbestVastuConsultantstogetinstantsolution.ViewConsultants,Garden/Park,"CeramicTiles,Granite,Marble,Marbonite,Mosaic,NormalTiles/KotahStone,Vitrified,Wooden",24HoursAvailable,4,4,ReadytoMove,"3,4,5BHKFlat","8Towers,57Units","Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,4.6
New-Delhi,KeshavKunj,KeshavKunj,NA,1.70Cr,"Garden/Park,MainRoad",Mosaic,24HoursAvailable,No/RarePowercut,3SeeDimensionsBedroom112X12ftBedroom212X12ftBedroom312X12ft,2,ReadytoMove,3BHKFlat,75Units,"Retirees,,Family,,Couple,,",4,4,4,4,4,4,4,3,4,4,4,4,4.6
